omega,lmax_eff_current
1.262000000000000988e+01,3.600000000000000000e+01
1.264000000000001123e+01,3.600000000000000000e+01
1.266000000000001080e+01,3.600000000000000000e+01
1.268000000000001037e+01,3.600000000000000000e+01
1.270000000000000995e+01,3.600000000000000000e+01
1.272000000000000952e+01,3.600000000000000000e+01
1.274000000000001087e+01,3.600000000000000000e+01
1.276000000000001044e+01,3.600000000000000000e+01
1.278000000000001002e+01,3.600000000000000000e+01
1.280000000000001137e+01,3.600000000000000000e+01
1.282000000000001094e+01,3.600000000000000000e+01
1.284000000000001052e+01,3.700000000000000000e+01
1.286000000000001009e+01,3.700000000000000000e+01
1.288000000000000966e+01,3.700000000000000000e+01
1.290000000000001101e+01,3.700000000000000000e+01
1.292000000000001059e+01,3.700000000000000000e+01
1.294000000000001016e+01,3.700000000000000000e+01
1.296000000000001151e+01,3.700000000000000000e+01
1.298000000000001108e+01,3.700000000000000000e+01
1.300000000000001066e+01,3.700000000000000000e+01
1.302000000000001023e+01,3.700000000000000000e+01
1.304000000000000981e+01,3.700000000000000000e+01
1.306000000000001116e+01,3.700000000000000000e+01
1.308000000000001073e+01,3.700000000000000000e+01
1.310000000000001030e+01,3.700000000000000000e+01
1.312000000000001165e+01,3.700000000000000000e+01
1.314000000000001123e+01,3.700000000000000000e+01
1.316000000000001080e+01,3.700000000000000000e+01
1.318000000000001037e+01,3.700000000000000000e+01
1.320000000000000995e+01,3.700000000000000000e+01
1.322000000000001130e+01,3.700000000000000000e+01
1.324000000000001087e+01,3.800000000000000000e+01
1.326000000000001044e+01,3.800000000000000000e+01
1.328000000000001180e+01,3.800000000000000000e+01
1.330000000000001137e+01,3.800000000000000000e+01
1.332000000000001094e+01,3.800000000000000000e+01
1.334000000000001052e+01,3.800000000000000000e+01
1.336000000000001009e+01,3.800000000000000000e+01
1.338000000000001144e+01,3.800000000000000000e+01
1.340000000000001101e+01,3.800000000000000000e+01
1.342000000000001059e+01,3.800000000000000000e+01
1.344000000000001194e+01,3.800000000000000000e+01
1.346000000000001151e+01,3.800000000000000000e+01
1.348000000000001108e+01,3.800000000000000000e+01
1.350000000000001066e+01,3.800000000000000000e+01
1.352000000000001023e+01,3.800000000000000000e+01
1.354000000000001158e+01,3.800000000000000000e+01
1.356000000000001116e+01,3.800000000000000000e+01
1.358000000000001073e+01,3.800000000000000000e+01
1.360000000000001208e+01,3.800000000000000000e+01
1.362000000000001165e+01,3.800000000000000000e+01
1.364000000000001123e+01,3.900000000000000000e+01
1.366000000000001080e+01,3.900000000000000000e+01
1.368000000000001037e+01,3.900000000000000000e+01
1.370000000000001172e+01,3.900000000000000000e+01
1.372000000000001130e+01,3.900000000000000000e+01
1.374000000000001087e+01,3.900000000000000000e+01
1.376000000000001222e+01,3.900000000000000000e+01
1.378000000000001180e+01,3.900000000000000000e+01
1.380000000000001137e+01,3.900000000000000000e+01
1.382000000000001094e+01,3.900000000000000000e+01
1.384000000000001052e+01,3.900000000000000000e+01
1.386000000000001187e+01,3.900000000000000000e+01
1.388000000000001144e+01,3.900000000000000000e+01
1.390000000000001101e+01,3.900000000000000000e+01
1.392000000000001236e+01,3.900000000000000000e+01
1.394000000000001194e+01,3.900000000000000000e+01
1.396000000000001151e+01,3.900000000000000000e+01
1.398000000000001108e+01,3.900000000000000000e+01
1.400000000000001066e+01,3.900000000000000000e+01
1.402000000000001201e+01,4.000000000000000000e+01
1.404000000000001158e+01,4.000000000000000000e+01
1.406000000000001116e+01,4.000000000000000000e+01
1.408000000000001251e+01,4.000000000000000000e+01
1.410000000000001208e+01,4.000000000000000000e+01
1.412000000000001165e+01,4.000000000000000000e+01
1.414000000000001123e+01,4.000000000000000000e+01
1.416000000000001080e+01,4.000000000000000000e+01
1.418000000000001215e+01,4.000000000000000000e+01
1.420000000000001172e+01,4.000000000000000000e+01
1.422000000000001130e+01,4.000000000000000000e+01
1.424000000000001265e+01,4.000000000000000000e+01
1.426000000000001222e+01,4.000000000000000000e+01
1.428000000000001180e+01,4.000000000000000000e+01
1.430000000000001137e+01,4.000000000000000000e+01
1.432000000000001094e+01,4.000000000000000000e+01
1.434000000000001229e+01,4.000000000000000000e+01
1.436000000000001187e+01,4.000000000000000000e+01
1.438000000000001144e+01,4.000000000000000000e+01
1.440000000000001279e+01,4.000000000000000000e+01
1.442000000000001236e+01,4.100000000000000000e+01
1.444000000000001194e+01,4.100000000000000000e+01
1.446000000000001151e+01,4.100000000000000000e+01
1.448000000000001108e+01,4.100000000000000000e+01
1.450000000000001243e+01,4.100000000000000000e+01
1.452000000000001201e+01,4.100000000000000000e+01
1.454000000000001158e+01,4.100000000000000000e+01
1.456000000000001293e+01,4.100000000000000000e+01
1.458000000000001251e+01,4.100000000000000000e+01
1.460000000000001208e+01,4.100000000000000000e+01
1.462000000000001165e+01,4.100000000000000000e+01
1.464000000000001123e+01,4.100000000000000000e+01
1.466000000000001258e+01,4.100000000000000000e+01
1.468000000000001215e+01,4.100000000000000000e+01
1.470000000000001172e+01,4.100000000000000000e+01
1.472000000000001307e+01,4.100000000000000000e+01
1.474000000000001265e+01,4.100000000000000000e+01
1.476000000000001222e+01,4.100000000000000000e+01
1.478000000000001180e+01,4.100000000000000000e+01
1.480000000000001137e+01,4.100000000000000000e+01
1.482000000000001272e+01,4.200000000000000000e+01
1.484000000000001229e+01,4.200000000000000000e+01
1.486000000000001187e+01,4.200000000000000000e+01
1.488000000000001322e+01,4.200000000000000000e+01
1.490000000000001279e+01,4.200000000000000000e+01
1.492000000000001236e+01,4.200000000000000000e+01
1.494000000000001194e+01,4.200000000000000000e+01
1.496000000000001151e+01,4.200000000000000000e+01
1.498000000000001286e+01,4.200000000000000000e+01
1.500000000000001243e+01,4.200000000000000000e+01
1.502000000000001201e+01,4.200000000000000000e+01
1.504000000000001336e+01,4.200000000000000000e+01
1.506000000000001293e+01,4.200000000000000000e+01
1.508000000000001251e+01,4.200000000000000000e+01
1.510000000000001208e+01,4.200000000000000000e+01
1.512000000000001165e+01,4.200000000000000000e+01
1.514000000000001300e+01,4.200000000000000000e+01
1.516000000000001258e+01,4.200000000000000000e+01
1.518000000000001215e+01,4.200000000000000000e+01
1.520000000000001350e+01,4.200000000000000000e+01
1.522000000000001307e+01,4.300000000000000000e+01
1.524000000000001265e+01,4.300000000000000000e+01
1.526000000000001222e+01,4.300000000000000000e+01
1.528000000000001180e+01,4.300000000000000000e+01
1.530000000000001315e+01,4.300000000000000000e+01
1.532000000000001272e+01,4.300000000000000000e+01
1.534000000000001229e+01,4.300000000000000000e+01
1.536000000000001364e+01,4.300000000000000000e+01
1.538000000000001322e+01,4.300000000000000000e+01
1.540000000000001279e+01,4.300000000000000000e+01
1.542000000000001236e+01,4.300000000000000000e+01
1.544000000000001194e+01,4.300000000000000000e+01
1.546000000000001329e+01,4.300000000000000000e+01
1.548000000000001286e+01,4.300000000000000000e+01
1.550000000000001243e+01,4.300000000000000000e+01
1.552000000000001378e+01,4.300000000000000000e+01
1.554000000000001336e+01,4.300000000000000000e+01
1.556000000000001293e+01,4.300000000000000000e+01
1.558000000000001251e+01,4.300000000000000000e+01
1.560000000000001208e+01,4.300000000000000000e+01
1.562000000000001343e+01,4.400000000000000000e+01
1.564000000000001300e+01,4.400000000000000000e+01
1.566000000000001258e+01,4.400000000000000000e+01
1.568000000000001393e+01,4.400000000000000000e+01
1.570000000000001350e+01,4.400000000000000000e+01
1.572000000000001307e+01,4.400000000000000000e+01
1.574000000000001265e+01,4.400000000000000000e+01
1.576000000000001222e+01,4.400000000000000000e+01
1.578000000000001357e+01,4.400000000000000000e+01
1.580000000000001315e+01,4.400000000000000000e+01
1.582000000000001272e+01,4.400000000000000000e+01
1.584000000000001407e+01,4.400000000000000000e+01
1.586000000000001364e+01,4.400000000000000000e+01
1.588000000000001322e+01,4.400000000000000000e+01
1.590000000000001279e+01,4.400000000000000000e+01
1.592000000000001236e+01,4.400000000000000000e+01
1.594000000000001371e+01,4.400000000000000000e+01
1.596000000000001329e+01,4.400000000000000000e+01
1.598000000000001286e+01,4.400000000000000000e+01
1.600000000000001421e+01,4.400000000000000000e+01
1.602000000000001378e+01,4.500000000000000000e+01
1.604000000000001336e+01,4.500000000000000000e+01
1.606000000000001293e+01,4.500000000000000000e+01
1.608000000000001251e+01,4.500000000000000000e+01
1.610000000000001563e+01,4.500000000000000000e+01
1.612000000000001165e+01,4.500000000000000000e+01
1.614000000000001478e+01,4.500000000000000000e+01
1.616000000000001435e+01,4.500000000000000000e+01
1.618000000000001393e+01,4.500000000000000000e+01
1.620000000000001350e+01,4.500000000000000000e+01
1.622000000000001307e+01,4.500000000000000000e+01
1.624000000000001265e+01,4.500000000000000000e+01
1.626000000000001222e+01,4.500000000000000000e+01
1.628000000000001535e+01,4.500000000000000000e+01
1.630000000000001137e+01,4.500000000000000000e+01
1.632000000000001450e+01,4.500000000000000000e+01
1.634000000000001407e+01,4.500000000000000000e+01
1.636000000000001364e+01,4.500000000000000000e+01
1.638000000000001322e+01,4.500000000000000000e+01
1.640000000000001279e+01,4.500000000000000000e+01
1.642000000000001592e+01,4.600000000000000000e+01
1.644000000000001194e+01,4.600000000000000000e+01
1.646000000000001506e+01,4.600000000000000000e+01
1.648000000000001464e+01,4.600000000000000000e+01
1.650000000000001421e+01,4.600000000000000000e+01
1.652000000000001378e+01,4.600000000000000000e+01
1.654000000000001336e+01,4.600000000000000000e+01
1.656000000000001293e+01,4.600000000000000000e+01
1.658000000000001251e+01,4.600000000000000000e+01
1.660000000000001563e+01,4.600000000000000000e+01
1.662000000000001165e+01,4.600000000000000000e+01
1.664000000000001478e+01,4.600000000000000000e+01
1.666000000000001435e+01,4.600000000000000000e+01
1.668000000000001393e+01,4.600000000000000000e+01
1.670000000000001350e+01,4.600000000000000000e+01
1.672000000000001307e+01,4.600000000000000000e+01
1.674000000000001620e+01,4.600000000000000000e+01
1.676000000000001222e+01,4.600000000000000000e+01
1.678000000000001535e+01,4.600000000000000000e+01
1.680000000000001492e+01,4.600000000000000000e+01
1.682000000000001450e+01,4.700000000000000000e+01
1.684000000000001407e+01,4.700000000000000000e+01
1.686000000000001364e+01,4.700000000000000000e+01
1.688000000000001322e+01,4.700000000000000000e+01
1.690000000000001279e+01,4.700000000000000000e+01
1.692000000000001592e+01,4.700000000000000000e+01
1.694000000000001194e+01,4.700000000000000000e+01
1.696000000000001506e+01,4.700000000000000000e+01
1.698000000000001464e+01,4.700000000000000000e+01
1.700000000000001421e+01,4.700000000000000000e+01
1.702000000000001378e+01,4.700000000000000000e+01
1.704000000000001336e+01,4.700000000000000000e+01
1.706000000000001293e+01,4.700000000000000000e+01
1.708000000000001251e+01,4.700000000000000000e+01
1.710000000000001563e+01,4.700000000000000000e+01
1.712000000000001521e+01,4.700000000000000000e+01
1.714000000000001478e+01,4.700000000000000000e+01
1.716000000000001435e+01,4.700000000000000000e+01
1.718000000000001393e+01,4.700000000000000000e+01
1.720000000000001350e+01,4.700000000000000000e+01
1.722000000000001307e+01,4.800000000000000000e+01
1.724000000000001620e+01,4.800000000000000000e+01
1.726000000000001577e+01,4.800000000000000000e+01
1.728000000000001535e+01,4.800000000000000000e+01
1.730000000000001492e+01,4.800000000000000000e+01
1.732000000000001450e+01,4.800000000000000000e+01
1.734000000000001407e+01,4.800000000000000000e+01
1.736000000000001364e+01,4.800000000000000000e+01
1.738000000000001322e+01,4.800000000000000000e+01
1.740000000000001279e+01,4.800000000000000000e+01
1.742000000000001592e+01,4.800000000000000000e+01
1.744000000000001549e+01,4.800000000000000000e+01
1.746000000000001506e+01,4.800000000000000000e+01
1.748000000000001464e+01,4.800000000000000000e+01
1.750000000000001421e+01,4.800000000000000000e+01
1.752000000000001378e+01,4.800000000000000000e+01
1.754000000000001336e+01,4.800000000000000000e+01
1.756000000000001648e+01,4.800000000000000000e+01
1.758000000000001606e+01,4.800000000000000000e+01
1.760000000000001563e+01,4.800000000000000000e+01
1.762000000000001521e+01,4.900000000000000000e+01
1.764000000000001478e+01,4.900000000000000000e+01
1.766000000000001435e+01,4.900000000000000000e+01
1.768000000000001393e+01,4.900000000000000000e+01
1.770000000000001350e+01,4.900000000000000000e+01
1.772000000000001307e+01,4.900000000000000000e+01
1.774000000000001620e+01,4.900000000000000000e+01
1.776000000000001577e+01,4.900000000000000000e+01
1.778000000000001535e+01,4.900000000000000000e+01
1.780000000000001492e+01,4.900000000000000000e+01
1.782000000000001450e+01,4.900000000000000000e+01
1.784000000000001407e+01,4.900000000000000000e+01
1.786000000000001364e+01,4.900000000000000000e+01
1.788000000000001677e+01,4.900000000000000000e+01
1.790000000000001634e+01,4.900000000000000000e+01
1.792000000000001592e+01,4.900000000000000000e+01
1.794000000000001549e+01,4.900000000000000000e+01
1.796000000000001506e+01,4.900000000000000000e+01
1.798000000000001464e+01,4.900000000000000000e+01
1.800000000000001421e+01,4.900000000000000000e+01
1.802000000000001378e+01,5.000000000000000000e+01
1.804000000000001336e+01,5.000000000000000000e+01
1.806000000000001648e+01,5.000000000000000000e+01
1.808000000000001606e+01,5.000000000000000000e+01
1.810000000000001563e+01,5.000000000000000000e+01
1.812000000000001521e+01,5.000000000000000000e+01
1.814000000000001478e+01,5.000000000000000000e+01
1.816000000000001435e+01,5.000000000000000000e+01
1.818000000000001393e+01,5.000000000000000000e+01
1.820000000000001705e+01,5.000000000000000000e+01
1.822000000000001663e+01,5.000000000000000000e+01
1.824000000000001620e+01,5.000000000000000000e+01
1.826000000000001577e+01,5.000000000000000000e+01
1.828000000000001535e+01,5.000000000000000000e+01
1.830000000000001492e+01,5.000000000000000000e+01
1.832000000000001450e+01,5.000000000000000000e+01
1.834000000000001407e+01,5.000000000000000000e+01
1.836000000000001364e+01,5.000000000000000000e+01
1.838000000000001677e+01,5.000000000000000000e+01
1.840000000000001634e+01,5.000000000000000000e+01
1.842000000000001592e+01,5.100000000000000000e+01
1.844000000000001549e+01,5.100000000000000000e+01
1.846000000000001506e+01,5.100000000000000000e+01
1.848000000000001464e+01,5.100000000000000000e+01
1.850000000000001421e+01,5.100000000000000000e+01
1.852000000000001734e+01,5.100000000000000000e+01
1.854000000000001691e+01,5.100000000000000000e+01
1.856000000000001648e+01,5.100000000000000000e+01
1.858000000000001606e+01,5.100000000000000000e+01
1.860000000000001563e+01,5.100000000000000000e+01
1.862000000000001521e+01,5.100000000000000000e+01
1.864000000000001478e+01,5.100000000000000000e+01
1.866000000000001435e+01,5.100000000000000000e+01
1.868000000000001393e+01,5.100000000000000000e+01
1.870000000000001705e+01,5.100000000000000000e+01
1.872000000000001663e+01,5.100000000000000000e+01
1.874000000000001620e+01,5.100000000000000000e+01
1.876000000000001577e+01,5.100000000000000000e+01
1.878000000000001535e+01,5.100000000000000000e+01
1.880000000000001492e+01,5.100000000000000000e+01
1.882000000000001450e+01,5.200000000000000000e+01
1.884000000000001762e+01,5.200000000000000000e+01
1.886000000000001720e+01,5.200000000000000000e+01
1.888000000000001677e+01,5.200000000000000000e+01
1.890000000000001634e+01,5.200000000000000000e+01
1.892000000000001592e+01,5.200000000000000000e+01
1.894000000000001549e+01,5.200000000000000000e+01
1.896000000000001506e+01,5.200000000000000000e+01
1.898000000000001464e+01,5.200000000000000000e+01
1.900000000000001421e+01,5.200000000000000000e+01
1.902000000000001734e+01,5.200000000000000000e+01
1.904000000000001691e+01,5.200000000000000000e+01
1.906000000000001648e+01,5.200000000000000000e+01
1.908000000000001606e+01,5.200000000000000000e+01
1.910000000000001563e+01,5.200000000000000000e+01
1.912000000000001521e+01,5.200000000000000000e+01
1.914000000000001478e+01,5.200000000000000000e+01
1.916000000000001791e+01,5.200000000000000000e+01
1.918000000000001748e+01,5.200000000000000000e+01
1.920000000000001705e+01,5.200000000000000000e+01
1.922000000000001663e+01,5.300000000000000000e+01
1.924000000000001620e+01,5.300000000000000000e+01
1.926000000000001577e+01,5.300000000000000000e+01
1.928000000000001535e+01,5.300000000000000000e+01
1.930000000000001492e+01,5.300000000000000000e+01
1.932000000000001450e+01,5.300000000000000000e+01
1.934000000000001762e+01,5.300000000000000000e+01
1.936000000000001720e+01,5.300000000000000000e+01
1.938000000000001677e+01,5.300000000000000000e+01
1.940000000000001634e+01,5.300000000000000000e+01
1.942000000000001592e+01,5.300000000000000000e+01
1.944000000000001549e+01,5.300000000000000000e+01
1.946000000000001506e+01,5.300000000000000000e+01
1.948000000000001819e+01,5.300000000000000000e+01
1.950000000000001776e+01,5.300000000000000000e+01
1.952000000000001734e+01,5.300000000000000000e+01
1.954000000000001691e+01,5.300000000000000000e+01
1.956000000000001648e+01,5.300000000000000000e+01
1.958000000000001606e+01,5.300000000000000000e+01
1.960000000000001563e+01,5.300000000000000000e+01
1.962000000000001521e+01,5.400000000000000000e+01
1.964000000000001478e+01,5.400000000000000000e+01
1.966000000000001791e+01,5.400000000000000000e+01
1.968000000000001748e+01,5.400000000000000000e+01
1.970000000000001705e+01,5.400000000000000000e+01
1.972000000000001663e+01,5.400000000000000000e+01
1.974000000000001620e+01,5.400000000000000000e+01
1.976000000000001577e+01,5.400000000000000000e+01
1.978000000000001535e+01,5.400000000000000000e+01
1.980000000000001847e+01,5.400000000000000000e+01
1.982000000000001805e+01,5.400000000000000000e+01
1.984000000000001762e+01,5.400000000000000000e+01
1.986000000000001720e+01,5.400000000000000000e+01
1.988000000000001677e+01,5.400000000000000000e+01
1.990000000000001634e+01,5.400000000000000000e+01
1.992000000000001592e+01,5.400000000000000000e+01
1.994000000000001549e+01,5.400000000000000000e+01
1.996000000000001506e+01,5.400000000000000000e+01
1.998000000000001819e+01,5.400000000000000000e+01
2.000000000000001776e+01,5.400000000000000000e+01
